No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
17938,31.0,65.0,17.0,63.0,800.0,46.0,8.4,1014.0,-9.6,0.0,S,1.6,Aotizhongxin,2015-03-18 09:00:00
17939,32.0,68.0,14.0,55.0,700.0,53.0,9.3,1013.8,-9.8,0.0,SSE,1.9,Aotizhongxin,2015-03-18 10:00:00
17940,34.0,47.0,12.0,49.0,700.0,64.0,10.2,1013.3,-11.8,0.0,WSW,2.7,Aotizhongxin,2015-03-18 11:00:00
17941,30.0,46.0,10.0,38.0,600.0,76.0,11.0,1012.4,-11.1,0.0,SSW,1.9,Aotizhongxin,2015-03-18 12:00:00
17942,33.0,46.0,9.0,28.0,500.0,89.0,12.4,1011.2,-11.3,0.0,SSW,2.2,Aotizhongxin,2015-03-18 13:00:00
17943,38.0,62.0,9.0,29.0,500.0,92.0,12.4,1009.9,-11.3,0.0,WSW,2.7,Aotizhongxin,2015-03-18 14:00:00
17944,43.0,78.0,11.0,29.0,600.0,96.0,13.6,1009.0,-9.6,0.0,WSW,2.1,Aotizhongxin,2015-03-18 15:00:00
17945,43.0,78.0,11.0,29.0,600.0,96.0,12.9,1008.3,-9.6,0.0,WSW,1.7,Aotizhongxin,2015-03-18 16:00:00
17946,51.0,107.0,13.0,35.0,600.0,99.0,12.8,1008.0,-9.0,0.0,SW,2.3,Aotizhongxin,2015-03-18 17:00:00
17947,58.0,127.0,13.0,42.0,700.0,93.0,12.3,1008.5,-8.8,0.0,SW,2.3,Aotizhongxin,2015-03-18 18:00:00
17948,63.0,164.0,12.0,51.0,700.0,84.0,11.4,1009.0,-8.5,0.0,SW,1.1,Aotizhongxin,2015-03-18 19:00:00
17949,73.0,172.0,12.0,57.0,800.0,74.0,9.3,1009.3,-7.4,0.0,SSE,1.0,Aotizhongxin,2015-03-18 20:00:00
17950,79.0,163.0,13.0,80.0,1000.0,44.0,6.9,1009.9,-6.5,0.0,SE,1.0,Aotizhongxin,2015-03-18 21:00:00
17951,87.0,201.0,15.0,96.0,1100.0,26.0,6.7,1010.4,-6.3,0.0,SSE,0.8,Aotizhongxin,2015-03-18 22:00:00
17952,97.0,331.0,16.0,121.0,1200.0,6.0,5.3,1010.8,-6.0,0.0,NE,0.0,Aotizhongxin,2015-03-18 23:00:00
17953,105.0,184.0,16.0,120.0,1400.0,5.0,4.6,1011.1,-5.5,0.0,ENE,0.3,Aotizhongxin,2015-03-19 00:00:00
17954,119.0,208.0,23.0,123.0,2000.0,9.0,4.0,1011.8,-4.2,0.0,ENE,0.6,Aotizhongxin,2015-03-19 01:00:00
17955,120.0,196.0,20.0,114.0,1800.0,8.0,6.0,1012.1,-6.9,0.0,ENE,1.3,Aotizhongxin,2015-03-19 02:00:00
17956,95.0,126.0,18.0,98.0,1300.0,10.0,4.1,1011.7,-6.8,0.0,ESE,0.7,Aotizhongxin,2015-03-19 03:00:00
17957,84.0,120.0,14.0,96.0,1200.0,8.0,4.4,1011.5,-7.4,0.0,W,0.5,Aotizhongxin,2015-03-19 04:00:00
17958,84.0,129.0,14.0,96.0,1300.0,6.0,3.7,1011.9,-7.2,0.0,WNW,0.6,Aotizhongxin,2015-03-19 05:00:00
17959,90.0,139.0,16.0,103.0,1500.0,5.0,2.3,1012.3,-7.1,0.0,E,0.6,Aotizhongxin,2015-03-19 06:00:00
17960,87.0,138.0,15.0,100.0,1700.0,5.0,2.9,1013.2,-6.8,0.0,ESE,1.4,Aotizhongxin,2015-03-19 07:00:00
17961,88.0,178.0,15.0,97.0,1900.0,6.0,6.7,1014.1,-5.3,0.0,ENE,0.8,Aotizhongxin,2015-03-19 08:00:00
17962,97.0,155.0,19.0,102.0,1700.0,14.0,9.9,1014.6,-6.5,0.0,NE,1.3,Aotizhongxin,2015-03-19 09:00:00
17963,88.0,181.0,18.0,96.0,1500.0,21.0,12.0,1015.1,-6.9,0.0,E,0.4,Aotizhongxin,2015-03-19 10:00:00
17964,76.0,156.0,13.0,86.0,1200.0,29.0,13.1,1014.8,-7.6,0.0,SSE,0.7,Aotizhongxin,2015-03-19 11:00:00
17965,81.0,201.0,10.0,89.0,1200.0,31.0,15.5,1014.0,-11.1,0.0,NE,1.3,Aotizhongxin,2015-03-19 12:00:00
17966,63.0,180.0,10.0,67.0,900.0,51.0,17.4,1013.1,-12.4,0.0,SW,1.9,Aotizhongxin,2015-03-19 13:00:00
17967,55.0,162.0,8.0,51.0,800.0,68.0,17.9,1012.3,-12.0,0.0,SW,2.0,Aotizhongxin,2015-03-19 14:00:00
17968,57.0,189.0,9.0,58.0,800.0,67.0,18.6,1011.3,-12.5,0.0,WSW,3.0,Aotizhongxin,2015-03-19 15:00:00
17969,55.0,219.0,10.0,49.0,600.0,81.0,18.7,1010.4,-11.3,0.0,SW,3.4,Aotizhongxin,2015-03-19 16:00:00
17970,66.0,283.0,9.0,42.0,600.0,96.0,17.9,1010.2,-11.0,0.0,SW,3.8,Aotizhongxin,2015-03-19 17:00:00
17971,74.0,322.0,8.0,45.0,700.0,90.0,17.2,1010.7,-11.5,0.0,SW,4.5,Aotizhongxin,2015-03-19 18:00:00
17972,83.0,342.0,9.0,56.0,800.0,79.0,16.2,1011.1,-8.2,0.0,WSW,2.7,Aotizhongxin,2015-03-19 19:00:00
17973,103.0,362.0,12.0,73.0,900.0,70.0,16.2,1011.4,-6.8,0.0,WSW,3.6,Aotizhongxin,2015-03-19 20:00:00
17974,115.0,346.0,16.0,69.0,1000.0,85.0,15.7,1012.3,-6.0,0.0,W,3.0,Aotizhongxin,2015-03-19 21:00:00
17975,131.0,326.0,20.0,73.0,1200.0,80.0,14.4,1013.1,-5.4,0.0,WNW,1.2,Aotizhongxin,2015-03-19 22:00:00
17976,119.0,315.0,17.0,108.0,1200.0,31.0,11.2,1013.3,-5.3,0.0,W,0.8,Aotizhongxin,2015-03-19 23:00:00
17977,113.0,356.0,18.0,129.0,1400.0,6.0,11.5,1013.8,-6.4,0.0,NW,1.5,Aotizhongxin,2015-03-20 00:00:00
17978,105.0,300.0,14.0,119.0,1100.0,7.0,8.3,1014.0,-4.2,0.0,NNE,1.0,Aotizhongxin,2015-03-20 01:00:00
17979,55.0,177.0,3.0,82.0,700.0,22.0,7.2,1014.3,-4.6,0.0,SSW,0.7,Aotizhongxin,2015-03-20 02:00:00
17980,30.0,159.0,2.0,55.0,400.0,44.0,6.7,1014.5,-6.0,0.0,SSW,0.9,Aotizhongxin,2015-03-20 03:00:00
17981,32.0,190.0,3.0,75.0,500.0,33.94703389830509,6.0,1014.6,-6.9,0.0,NNE,0.8,Aotizhongxin,2015-03-20 04:00:00
17982,32.0,217.0,8.0,34.0,400.0,53.0,12.0,1014.8,-15.6,0.0,NNW,2.2,Aotizhongxin,2015-03-20 05:00:00
17983,31.0,182.0,12.0,41.0,500.0,46.0,11.4,1015.2,-16.1,0.0,NNW,1.6,Aotizhongxin,2015-03-20 06:00:00
17984,24.0,162.0,13.0,69.0,500.0,22.0,11.2,1015.7,-16.3,0.0,NW,1.2,Aotizhongxin,2015-03-20 07:00:00
17985,29.0,166.0,13.0,60.0,500.0,34.0,12.7,1016.1,-16.1,0.0,WNW,2.2,Aotizhongxin,2015-03-20 08:00:00
17986,29.0,152.0,7.0,48.0,500.0,50.0,14.7,1016.4,-16.7,0.0,NW,2.9,Aotizhongxin,2015-03-20 09:00:00
17987,27.0,157.0,3.0,28.0,400.0,74.0,15.9,1016.4,-18.4,0.0,NW,3.5,Aotizhongxin,2015-03-20 10:00:00
17988,35.0,188.0,2.0,14.0,300.0,89.0,16.9,1015.7,-16.3,0.0,NW,3.1,Aotizhongxin,2015-03-20 11:00:00
17989,32.0,200.0,2.0,10.0,400.0,98.0,17.5,1014.6,-17.2,0.0,NNW,2.4,Aotizhongxin,2015-03-20 12:00:00
17990,39.0,194.0,3.0,10.0,300.0,105.0,18.4,1013.5,-16.5,0.0,NNW,3.3,Aotizhongxin,2015-03-20 13:00:00
17991,39.0,204.0,4.0,14.0,300.0,105.0,18.7,1012.4,-14.9,0.0,WSW,3.4,Aotizhongxin,2015-03-20 14:00:00
17992,38.0,195.0,3.0,14.0,300.0,117.0,19.2,1011.4,-15.9,0.0,W,2.7,Aotizhongxin,2015-03-20 15:00:00
17993,39.0,184.0,4.0,15.0,300.0,116.0,19.2,1010.5,-14.5,0.0,SE,1.2,Aotizhongxin,2015-03-20 16:00:00
17994,44.0,177.0,4.0,21.0,300.0,111.0,18.5,1009.9,-15.0,0.0,E,2.3,Aotizhongxin,2015-03-20 17:00:00
17995,39.0,197.0,4.0,44.0,500.0,87.0,17.4,1009.9,-14.6,0.0,S,1.3,Aotizhongxin,2015-03-20 18:00:00
17996,41.0,201.0,3.0,57.0,500.0,71.0,16.9,1010.3,-15.0,0.0,S,1.2,Aotizhongxin,2015-03-20 19:00:00
17997,41.0,193.0,3.0,59.0,500.0,64.0,15.5,1010.6,-12.9,0.0,SSW,1.0,Aotizhongxin,2015-03-20 20:00:00
17998,44.0,207.0,3.0,76.0,600.0,47.0,15.8,1010.7,-14.7,0.0,SSW,2.0,Aotizhongxin,2015-03-20 21:00:00
17999,53.0,218.0,5.0,100.0,800.0,24.0,14.2,1010.8,-12.1,0.0,SSE,0.7,Aotizhongxin,2015-03-20 22:00:00
18000,59.0,206.0,6.0,112.0,900.0,11.0,12.5,1011.1,-11.9,0.0,NE,1.3,Aotizhongxin,2015-03-20 23:00:00
18001,62.0,211.0,7.0,114.0,1100.0,6.0,12.0,1011.1,-11.6,0.0,NW,1.6,Aotizhongxin,2015-03-21 00:00:00
18002,60.0,227.0,9.0,99.0,900.0,11.0,15.1,1012.0,-14.2,0.0,NW,3.1,Aotizhongxin,2015-03-21 01:00:00
18003,45.0,321.0,2.0,44.0,500.0,52.0,14.6,1012.2,-16.8,0.0,NW,3.1,Aotizhongxin,2015-03-21 02:00:00
18004,33.0,222.0,4.0,28.0,300.0,65.0,13.7,1012.2,-18.7,0.0,NW,2.7,Aotizhongxin,2015-03-21 03:00:00
18005,29.0,134.0,5.0,22.0,300.0,70.0,13.2,1012.0,-17.8,0.0,NW,3.2,Aotizhongxin,2015-03-21 04:00:00
18006,19.0,133.0,7.0,24.0,300.0,70.0,12.3,1012.2,-18.5,0.0,NW,2.8,Aotizhongxin,2015-03-21 05:00:00
18007,21.0,158.0,9.0,14.0,300.0,77.0,11.3,1013.4,-19.3,0.0,NW,3.1,Aotizhongxin,2015-03-21 06:00:00
18008,23.0,95.0,7.0,22.0,300.0,69.0,11.0,1014.3,-19.5,0.0,NW,2.4,Aotizhongxin,2015-03-21 07:00:00
18009,16.0,62.0,4.0,24.0,300.0,70.0,12.5,1015.5,-18.4,0.0,NNW,1.7,Aotizhongxin,2015-03-21 08:00:00
18010,15.0,75.0,9.0,19.0,300.0,75.0,13.5,1016.4,-18.9,0.0,NNW,3.3,Aotizhongxin,2015-03-21 09:00:00
18011,18.0,68.0,8.0,15.0,300.0,80.0,14.2,1016.4,-19.7,0.0,N,3.1,Aotizhongxin,2015-03-21 10:00:00
18012,6.0,56.0,5.0,11.0,300.0,87.0,15.3,1016.2,-18.9,0.0,NW,3.9,Aotizhongxin,2015-03-21 11:00:00
18013,8.0,68.0,3.0,8.0,300.0,94.0,16.2,1015.6,-19.8,0.0,WNW,4.0,Aotizhongxin,2015-03-21 12:00:00
18014,12.0,70.0,2.0,8.0,300.0,96.0,16.9,1014.9,-21.0,0.0,NW,5.2,Aotizhongxin,2015-03-21 13:00:00
18015,16.0,72.0,3.0,8.0,300.0,97.0,17.8,1013.9,-20.4,0.0,NW,4.2,Aotizhongxin,2015-03-21 14:00:00
18016,14.0,73.0,2.0,9.0,300.0,98.0,18.3,1013.1,-20.0,0.0,WNW,5.0,Aotizhongxin,2015-03-21 15:00:00
18017,12.0,82.0,2.0,9.0,300.0,97.0,18.8,1013.0,-19.6,0.0,WNW,4.9,Aotizhongxin,2015-03-21 16:00:00
18018,12.0,58.0,2.0,11.0,300.0,96.0,18.3,1012.9,-20.0,0.0,WNW,5.2,Aotizhongxin,2015-03-21 17:00:00
18019,10.0,53.0,2.0,15.0,300.0,92.0,17.6,1013.2,-20.5,0.0,NW,3.4,Aotizhongxin,2015-03-21 18:00:00
18020,11.0,45.0,2.0,27.0,300.0,80.0,16.5,1013.8,-19.5,0.0,WNW,2.7,Aotizhongxin,2015-03-21 19:00:00
18021,10.0,37.0,4.0,47.0,500.0,58.0,15.4,1014.5,-20.4,0.0,WNW,2.0,Aotizhongxin,2015-03-21 20:00:00
18022,15.0,52.0,7.0,84.0,700.0,24.0,13.5,1015.3,-18.9,0.0,NW,1.0,Aotizhongxin,2015-03-21 21:00:00
18023,11.0,33.0,2.0,58.0,500.0,46.0,11.5,1016.1,-15.1,0.0,WNW,1.3,Aotizhongxin,2015-03-21 22:00:00
18024,14.0,49.0,3.0,50.0,500.0,51.0,10.2,1016.9,-15.4,0.0,NNE,1.6,Aotizhongxin,2015-03-21 23:00:00
18025,33.0,179.0,4.0,48.0,500.0,44.0,13.7,1018.0,-18.7,0.0,NW,2.7,Aotizhongxin,2015-03-22 00:00:00
18026,44.0,283.0,2.0,13.0,200.0,76.0,13.7,1018.9,-18.7,0.0,NNW,2.8,Aotizhongxin,2015-03-22 01:00:00
18027,31.0,232.0,2.0,11.0,200.0,77.0,12.8,1019.9,-18.1,0.0,N,3.8,Aotizhongxin,2015-03-22 02:00:00
18028,24.0,174.0,2.0,10.0,200.0,78.0,11.4,1020.2,-18.1,0.0,N,3.2,Aotizhongxin,2015-03-22 03:00:00
18029,15.0,108.0,2.0,7.0,200.0,33.94703389830509,9.8,1021.0,-17.4,0.0,ENE,2.8,Aotizhongxin,2015-03-22 04:00:00
18030,11.0,106.0,2.0,10.0,200.0,79.0,7.4,1022.2,-14.2,0.0,ENE,4.3,Aotizhongxin,2015-03-22 05:00:00
18031,11.0,161.0,2.0,15.0,300.0,68.0,6.2,1023.1,-14.6,0.0,ENE,3.5,Aotizhongxin,2015-03-22 06:00:00
18032,10.0,96.0,2.0,24.0,300.0,63.0,5.7,1024.2,-16.2,0.0,ENE,3.6,Aotizhongxin,2015-03-22 07:00:00
18033,13.0,72.0,2.0,24.0,300.0,64.0,6.2,1024.9,-17.1,0.0,ENE,3.6,Aotizhongxin,2015-03-22 08:00:00
18034,15.0,58.0,3.0,22.0,300.0,70.0,6.8,1025.9,-18.1,0.0,ENE,4.4,Aotizhongxin,2015-03-22 09:00:00
18035,12.0,53.0,2.0,18.0,300.0,77.0,8.0,1026.6,-19.8,0.0,E,3.9,Aotizhongxin,2015-03-22 10:00:00
18036,9.0,33.0,2.0,15.0,300.0,84.0,9.0,1026.4,-21.1,0.0,E,3.3,Aotizhongxin,2015-03-22 11:00:00
18037,12.0,18.0,2.0,14.0,300.0,89.0,10.5,1025.9,-22.5,0.0,ENE,2.0,Aotizhongxin,2015-03-22 12:00:00
18038,12.0,15.0,2.0,12.0,300.0,95.0,11.8,1024.9,-21.5,0.0,SE,1.7,Aotizhongxin,2015-03-22 13:00:00
18039,19.0,20.0,3.0,15.0,300.0,98.0,12.8,1024.0,-22.3,0.0,E,1.8,Aotizhongxin,2015-03-22 14:00:00
18040,16.0,22.0,4.0,16.0,300.0,99.0,13.7,1023.4,-23.4,0.0,SSW,2.3,Aotizhongxin,2015-03-22 15:00:00
18041,20.0,51.0,5.0,21.0,400.0,94.0,13.6,1022.9,-21.7,0.0,SSW,2.7,Aotizhongxin,2015-03-22 16:00:00
18042,21.0,62.0,5.0,22.0,400.0,100.0,13.2,1022.3,-20.5,0.0,SW,3.7,Aotizhongxin,2015-03-22 17:00:00
18043,23.0,75.0,4.0,22.0,400.0,99.0,12.3,1022.3,-19.8,0.0,SW,3.5,Aotizhongxin,2015-03-22 18:00:00
18044,21.0,88.0,4.0,30.0,400.0,87.0,11.1,1022.7,-9.9,0.0,SW,4.5,Aotizhongxin,2015-03-22 19:00:00
18045,47.0,344.0,13.0,43.0,800.0,54.0,10.0,1023.8,-8.2,0.0,SW,4.4,Aotizhongxin,2015-03-22 20:00:00
18046,45.0,283.0,12.0,37.0,700.0,54.0,8.9,1024.6,-8.2,0.0,SW,3.7,Aotizhongxin,2015-03-22 21:00:00
18047,38.0,206.0,11.0,41.0,700.0,47.0,8.2,1025.3,-8.4,0.0,WSW,3.7,Aotizhongxin,2015-03-22 22:00:00
18048,38.0,164.0,12.0,44.0,700.0,41.0,7.3,1025.4,-8.3,0.0,WSW,3.3,Aotizhongxin,2015-03-22 23:00:00
18049,40.0,155.0,13.0,54.0,700.0,27.0,5.9,1025.4,-8.4,0.0,SW,1.3,Aotizhongxin,2015-03-23 00:00:00
18050,44.0,138.0,12.0,58.0,700.0,20.0,3.8,1025.8,-8.3,0.0,SSE,0.8,Aotizhongxin,2015-03-23 01:00:00
18051,44.0,139.0,14.0,64.0,800.0,15.0,2.3,1025.9,-7.9,0.0,SE,1.2,Aotizhongxin,2015-03-23 02:00:00
18052,44.0,144.0,12.0,71.0,900.0,7.0,1.2,1025.8,-7.8,0.0,E,1.1,Aotizhongxin,2015-03-23 03:00:00
18053,56.0,169.0,10.0,75.0,1200.0,7.0,1.3,1025.8,-7.0,0.0,NE,1.3,Aotizhongxin,2015-03-23 04:00:00
18054,55.0,151.0,10.0,76.0,1100.0,6.0,0.0,1025.7,-7.5,0.0,NE,0.9,Aotizhongxin,2015-03-23 05:00:00
18055,52.0,142.0,12.0,74.0,1100.0,6.0,-0.3,1025.9,-7.4,0.0,SSE,1.4,Aotizhongxin,2015-03-23 06:00:00
18056,73.0,154.0,20.0,70.0,1200.0,9.0,0.4,1026.2,-6.9,0.0,ENE,0.6,Aotizhongxin,2015-03-23 07:00:00
18057,68.0,154.0,17.0,74.0,1400.0,13.0,5.5,1026.6,-6.1,0.0,SE,0.6,Aotizhongxin,2015-03-23 08:00:00
18058,66.0,140.0,19.0,76.0,1400.0,22.0,8.6,1026.9,-12.0,0.0,NW,2.0,Aotizhongxin,2015-03-23 09:00:00
18059,58.0,106.0,20.0,84.0,1400.0,26.0,12.2,1026.7,-15.5,0.0,NW,1.6,Aotizhongxin,2015-03-23 10:00:00
18060,36.0,36.0,15.0,56.0,900.0,51.0,14.6,1026.1,-16.8,0.0,NW,2.1,Aotizhongxin,2015-03-23 11:00:00
18061,24.0,24.0,8.0,38.0,600.0,70.0,15.9,1025.2,-17.0,0.0,WNW,2.3,Aotizhongxin,2015-03-23 12:00:00
18062,13.0,16.0,4.0,27.0,500.0,84.0,16.6,1024.2,-17.9,0.0,SW,2.7,Aotizhongxin,2015-03-23 13:00:00
18063,20.0,20.0,4.0,23.0,400.0,96.0,17.1,1023.3,-19.1,0.0,SW,2.4,Aotizhongxin,2015-03-23 14:00:00
18064,73.69816272965879,94.35904392764857,3.0,19.0,400.0,111.0,17.9,1022.3,-18.5,0.0,WSW,3.1,Aotizhongxin,2015-03-23 15:00:00
18065,72.87712418300653,24.0,12.723156532988357,18.0,300.0,119.0,17.9,1021.8,-18.5,0.0,SW,3.8,Aotizhongxin,2015-03-23 16:00:00
18066,9.0,34.0,2.0,16.0,300.0,106.0,17.7,1021.6,-18.6,0.0,WSW,3.8,Aotizhongxin,2015-03-23 17:00:00
18067,17.0,72.0,2.0,22.0,300.0,96.0,16.6,1021.9,-17.9,0.0,SW,3.5,Aotizhongxin,2015-03-23 18:00:00
18068,20.0,92.0,2.0,32.0,400.0,87.0,15.5,1022.4,-17.3,0.0,SW,3.0,Aotizhongxin,2015-03-23 19:00:00
18069,23.0,97.0,2.0,35.0,500.0,82.0,14.6,1023.1,-15.6,0.0,SW,3.3,Aotizhongxin,2015-03-23 20:00:00
18070,32.0,110.0,2.0,49.0,600.0,66.0,13.9,1023.6,-15.1,0.0,SW,2.7,Aotizhongxin,2015-03-23 21:00:00
18071,36.0,101.0,2.0,52.0,600.0,62.0,13.7,1024.0,-15.3,0.0,WSW,3.8,Aotizhongxin,2015-03-23 22:00:00
18072,37.0,101.0,2.0,53.0,600.0,57.0,11.8,1024.4,-14.9,0.0,SW,1.2,Aotizhongxin,2015-03-23 23:00:00
18073,42.0,142.0,2.0,89.0,800.0,18.0,8.0,1024.7,-12.5,0.0,S,0.3,Aotizhongxin,2015-03-24 00:00:00
18074,53.0,140.0,4.0,99.0,1100.0,8.0,7.4,1025.6,-10.9,0.0,E,2.3,Aotizhongxin,2015-03-24 01:00:00
18075,64.0,200.0,14.0,96.0,1200.0,7.0,5.9,1026.8,-4.9,0.0,ESE,3.2,Aotizhongxin,2015-03-24 02:00:00
18076,114.0,250.0,30.0,93.0,3300.0,5.0,4.9,1027.3,-3.6,0.0,ESE,4.1,Aotizhongxin,2015-03-24 03:00:00
18077,90.0,155.0,37.0,86.0,3200.0,33.94703389830509,4.2,1028.0,-6.1,0.0,ESE,3.8,Aotizhongxin,2015-03-24 04:00:00
18078,74.0,102.0,49.0,73.0,2600.0,16.0,2.6,1028.6,-6.8,0.0,ENE,1.0,Aotizhongxin,2015-03-24 05:00:00
18079,68.0,89.0,48.0,78.0,2700.0,16.0,2.5,1029.2,-8.5,0.0,ENE,1.5,Aotizhongxin,2015-03-24 06:00:00
18080,64.0,98.0,49.0,80.0,2800.0,20.0,2.2,1029.6,-8.8,0.0,E,0.7,Aotizhongxin,2015-03-24 07:00:00
18081,78.0,126.0,46.0,74.0,2700.0,27.0,5.8,1029.9,-9.3,0.0,ENE,1.0,Aotizhongxin,2015-03-24 08:00:00
18082,63.0,72.0,40.0,60.0,2200.0,50.0,7.2,1030.4,-10.6,0.0,E,2.9,Aotizhongxin,2015-03-24 09:00:00
18083,66.0,118.0,38.0,60.0,2300.0,53.0,8.6,1030.4,-9.9,0.0,E,2.5,Aotizhongxin,2015-03-24 10:00:00
18084,65.0,116.0,34.0,57.0,2100.0,61.0,10.2,1029.7,-10.6,0.0,SSE,1.6,Aotizhongxin,2015-03-24 11:00:00
18085,72.0,127.0,33.0,58.0,2100.0,69.0,11.7,1028.9,-10.6,0.0,ESE,2.0,Aotizhongxin,2015-03-24 12:00:00
18086,78.0,115.0,32.0,59.0,1900.0,79.0,13.3,1027.6,-10.6,0.0,SW,1.2,Aotizhongxin,2015-03-24 13:00:00
18087,70.0,98.0,26.0,51.0,1500.0,92.0,14.2,1026.3,-10.6,0.0,SE,2.0,Aotizhongxin,2015-03-24 14:00:00
18088,66.0,97.0,24.0,51.0,1500.0,98.0,15.1,1025.2,-9.8,0.0,E,1.8,Aotizhongxin,2015-03-24 15:00:00
18089,66.0,102.0,24.0,50.0,1400.0,105.0,15.4,1024.7,-10.3,0.0,SE,2.1,Aotizhongxin,2015-03-24 16:00:00
18090,75.0,112.0,24.0,54.0,1400.0,113.0,15.1,1024.4,-9.8,0.0,SE,2.2,Aotizhongxin,2015-03-24 17:00:00
18091,80.0,132.0,24.0,62.0,1500.0,106.0,14.2,1024.4,-8.5,0.0,SE,1.7,Aotizhongxin,2015-03-24 18:00:00
18092,85.0,132.0,27.0,80.0,1800.0,81.0,13.0,1024.7,-6.6,0.0,SE,1.3,Aotizhongxin,2015-03-24 19:00:00
18093,104.0,168.0,31.0,97.0,2000.0,58.0,12.0,1025.6,-5.5,0.0,SE,1.4,Aotizhongxin,2015-03-24 20:00:00
18094,114.0,165.0,28.0,113.0,2000.0,46.0,9.6,1025.9,-5.1,0.0,ESE,1.0,Aotizhongxin,2015-03-24 21:00:00
18095,124.0,180.0,30.0,135.0,2100.0,30.0,10.7,1026.2,-3.8,0.0,SE,2.1,Aotizhongxin,2015-03-24 22:00:00
18096,149.0,206.0,40.0,106.0,1900.0,43.0,9.5,1026.5,-4.1,0.0,SE,1.7,Aotizhongxin,2015-03-24 23:00:00
18097,138.0,175.0,46.0,117.0,1700.0,21.0,8.0,1026.7,-1.3,0.0,SE,2.1,Aotizhongxin,2015-03-25 00:00:00
18098,135.0,208.0,44.0,127.0,2000.0,5.0,6.8,1026.9,-1.1,0.0,SE,1.3,Aotizhongxin,2015-03-25 01:00:00
18099,122.0,165.0,40.0,121.0,2000.0,2.0,5.2,1026.7,-0.8,0.0,ENE,1.2,Aotizhongxin,2015-03-25 02:00:00
18100,125.0,153.0,43.0,110.0,1900.0,2.0,4.8,1026.4,-0.6,0.0,E,1.7,Aotizhongxin,2015-03-25 03:00:00
18101,114.0,117.0,37.0,95.0,2000.0,4.0,3.5,1026.5,-1.9,0.0,WSW,0.6,Aotizhongxin,2015-03-25 04:00:00
18102,115.0,122.0,43.0,96.0,2500.0,5.0,2.3,1026.3,-2.4,0.0,ESE,0.6,Aotizhongxin,2015-03-25 05:00:00
18103,112.0,151.0,31.0,99.0,2200.0,2.0,1.2,1026.8,-2.7,0.0,NE,0.2,Aotizhongxin,2015-03-25 06:00:00
18104,116.0,146.0,26.0,99.0,2100.0,3.0,2.1,1027.4,-2.1,0.0,NE,0.0,Aotizhongxin,2015-03-25 07:00:00
18105,122.0,170.0,32.0,97.0,2200.0,6.0,6.1,1027.9,-2.0,0.0,ENE,0.6,Aotizhongxin,2015-03-25 08:00:00
18106,129.0,143.0,51.0,102.0,2500.0,16.0,8.4,1028.1,-4.8,0.0,ESE,2.0,Aotizhongxin,2015-03-25 09:00:00
18107,129.0,153.0,83.0,106.0,2700.0,37.0,9.9,1028.3,-4.9,0.0,SSE,1.5,Aotizhongxin,2015-03-25 10:00:00
18108,138.0,177.0,83.0,100.0,2800.0,55.0,11.6,1028.0,-5.0,0.0,ESE,1.8,Aotizhongxin,2015-03-25 11:00:00
18109,158.0,192.0,83.0,107.0,3000.0,63.0,13.4,1027.2,-4.8,0.0,SE,1.9,Aotizhongxin,2015-03-25 12:00:00
18110,163.0,204.0,88.0,111.0,3300.0,81.0,15.2,1026.3,-3.2,0.0,S,2.1,Aotizhongxin,2015-03-25 13:00:00
18111,157.0,238.0,68.0,89.0,2900.0,102.0,16.8,1025.2,-0.9,0.0,S,2.4,Aotizhongxin,2015-03-25 14:00:00
18112,110.0,179.0,36.0,53.0,1800.0,123.0,17.5,1024.5,-0.8,0.0,SSW,4.0,Aotizhongxin,2015-03-25 15:00:00
18113,89.0,164.0,22.0,35.0,1200.0,137.0,17.9,1024.0,-0.9,0.0,SSW,3.3,Aotizhongxin,2015-03-25 16:00:00
18114,88.0,165.0,22.0,37.0,1200.0,137.0,17.5,1024.0,-0.8,0.0,SSW,2.7,Aotizhongxin,2015-03-25 17:00:00
18115,89.0,164.0,21.0,40.0,1100.0,132.0,16.9,1024.5,-1.3,0.0,SSW,4.4,Aotizhongxin,2015-03-25 18:00:00
18116,90.0,183.0,22.0,48.0,1000.0,118.0,16.0,1025.0,0.1,0.0,SW,2.1,Aotizhongxin,2015-03-25 19:00:00
18117,119.0,213.0,27.0,68.0,1200.0,92.0,15.5,1025.3,0.9,0.0,SSW,1.7,Aotizhongxin,2015-03-25 20:00:00
18118,134.0,218.0,28.0,84.0,1400.0,68.0,15.3,1025.5,-0.5,0.0,SW,3.1,Aotizhongxin,2015-03-25 21:00:00
18119,127.0,204.0,26.0,72.0,1200.0,69.0,14.8,1025.8,-0.1,0.0,SW,2.8,Aotizhongxin,2015-03-25 22:00:00
18120,98.0,171.0,24.0,51.0,900.0,78.0,14.3,1025.7,0.2,0.0,WSW,2.8,Aotizhongxin,2015-03-25 23:00:00
18121,95.0,153.0,24.0,55.0,900.0,70.0,14.1,1025.6,0.0,0.0,SW,3.5,Aotizhongxin,2015-03-26 00:00:00
18122,96.0,167.0,23.0,60.0,1000.0,57.0,13.3,1025.6,0.3,0.0,SSW,2.0,Aotizhongxin,2015-03-26 01:00:00
18123,100.0,173.0,21.0,69.0,1000.0,41.0,11.1,1025.5,-0.1,0.0,SW,0.7,Aotizhongxin,2015-03-26 02:00:00
